-0.003951	-278.492560	35.512000
-0.003931	-276.539286	35.612000
-0.003982	-274.597726	35.712000
-0.003955	-272.626343	35.812000
-0.003852	-270.613982	35.912000
-0.003856	-268.633484	36.012000
-0.003788	-266.660071	36.112000
-0.003699	-264.679651	36.212000
-0.003738	-262.758947	36.312000
-0.003712	-260.781403	36.412000
-0.003699	-258.799167	36.512000
-0.003652	-256.826662	36.612000
-0.003604	-255.289626	36.712000
-0.003567	-253.705746	36.812000
-0.003560	-251.354204	36.912000
-0.003525	-248.809894	37.012000
-0.003466	-246.833656	37.112000
-0.003473	-244.882292	37.212000
-0.003404	-242.920033	37.312000
-0.003267	-240.946877	37.412000
-0.003367	-239.075517	37.512000
-0.003349	-237.089098	37.612000
-0.003274	-235.103316	37.712000
-0.003281	-233.167568	37.812000
-0.003255	-231.160411	37.912000
-0.003163	-229.167830	38.012000
-0.003163	-227.224607	38.112000
-0.003124	-225.228832	38.212000
-0.003123	-223.289191	38.312000
-0.003044	-221.263960	38.412000
-0.003002	-219.270577	38.512000
-0.002964	-217.336762	38.612000
-0.002950	-215.379601	38.712000
-0.002943	-213.413460	38.812000
-0.002888	-211.441091	38.912000
-0.002906	-209.461383	39.013000
